observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
8982,104870,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Unknown377,2013-4-21,L'Haÿ-les-Roses,48.76833,2.33483,PlantCLEF2014,7620,13060,Train
21427,104902,4,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,herve goeau,2013-6-27,Saint-Michel-sur-Orge,48.64212,2.31422,PlantCLEF2014,5695,42893,Train
2939,104910,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,liliane roubaudi,2012-6-17,Joué-lès-Tours,,,ImageCLEF2013,8544,39029,Train
36886,104930,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,208,6451,Train
15716,104941,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,mathieu menand,2006-4-29,Béruges,,,ImageCLEF2013,993,19761,Train
5338,10496,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-jacques houdre,2009-5-3,Saint-Étienne-Lardeyrol,45.09946,4.00366,ImageCLEF2013,19099,28678,Train
6559,104982,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,daniel mathieu,2009-8-5,Loctudy,,,PlantCLEF2014,14201,25122,Train
24340,105044,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,herve goeau,2014-6-11,Longpont-sur-Orge,48.65115,2.29285,PlantCLEF2015,,,Train
27613,105049,3,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,christophe girod,1800-1-1,UNKNOWN,,,ImageCLEF2013,17835,29885,Train
3160,105060,4,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2005-6-30,Laruns,42.98729,-0.42606,PlantCLEF2014,14731,27805,Train
10688,105101,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,julien barataud,2008-3-27,Saint-Jean-de-Védas,,,PlantCLEF2014,16152,54112,Train
31171,105154,4,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,thierry pernot,1800-1-1,,,,PlantCLEF2014,16587,56442,Train
23751,105190,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2013-6-1,Vic-la-Gardiole,,,PlantCLEF2014,4958,29075,Train
8096,105213,4,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,genevieve botti,2012-6-25,Saint-Martin-Lestra,,,PlantCLEF2014,9337,35731,Train
29203,105243,3,Flower,30491,Violaceae,Viola,Viola tricolor L.,julien barataud,2005-5-7,Le Vaulmier,,,PlantCLEF2014,1087,32290,Train
9179,105245,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,bernard ginesy,2011-5-14,Marseille,43.22488,5.44209,ImageCLEF2013,18675,21462,Train
24275,105250,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-19,Montpellier,43.5964,3.9029,PlantCLEF2014,10989,7340,Train
8875,105276,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,andrine faure,2011-6-2,Étretat,49.71155,0.20548,PlantCLEF2014,14871,33979,Train
29551,105297,4,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,jean-claude calais,2010-5-20,Saint-Bonnet-de-Chirac,44.4936,3.29273,PlantCLEF2014,9536,45858,Train
21758,105315,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,michel riviere,2013-5-6,Calvisson,43.75533,4.22717,PlantCLEF2014,1107,46158,Train
29881,105402,3,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,emmanuel stratmains,2012-7-1,Saint-Vincent-du-Lorouër,47.82595,0.49198,ImageCLEF2013,18641,19675,Train
17576,105415,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2011-4-6,Paris,48.84235,2.35767,ImageCLEF2012,4857,16930,Train
7144,105427,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,Unknown451,2013-8-11,Mionnay,45.89462,4.88976,PlantCLEF2014,17657,50507,Train
33480,105433,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,gregoire duche,2009-5-20,Lauret,,,PlantCLEF2014,6596,39381,Train
17866,105448,3,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,claire sutter,2009-6-20,Nordheim,48.64292,7.47281,PlantCLEF2014,18345,4676,Train
9176,105449,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Unknown559,2010-6-27,Salvezines,,,PlantCLEF2014,17299,5242,Train
23789,105450,3.5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,genevieve botti,2012-7-27,Marseille,,,ImageCLEF2013,16854,12144,Train
7782,10546,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-jacques houdre,2012-5-9,La Canourgue,44.43917,3.21889,ImageCLEF2013,5596,1299,Train
32770,105498,4,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2013-5-11,Lacanau,48.8567,2.24104,PlantCLEF2014,16315,18837,Train
3045,105505,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,bertrand bui,2009-4-17,Châteauneuf-les-Martigues,43.41205,5.23496,PlantCLEF2014,4945,7817,Train
18270,10553,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-11,Montpellier,43.59748,3.90203,PlantCLEF2014,17951,31310,Train
22351,105652,4,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,liliane roubaudi,2014-5-18,Gruissan,,,PlantCLEF2015,,,Train
10091,105661,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,annick larbouillat,2007-3-26,Fabrègues,43.55424,3.75908,ImageCLEF2013,2229,23846,Train
23116,105663,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,pierre bonnet,2011-3-20,Palavas-les-Flots,43.65188,3.86169,PlantCLEF2014,13209,38347,Train
40263,105727,3,Flower,30491,Violaceae,Viola,Viola tricolor L.,julien barataud,2007-6-28,Nohèdes,,,PlantCLEF2014,15662,11610,Train
17908,105729,5,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,annick larbouillat,2008-5-20,Saint-Affrique,,,ImageCLEF2013,8516,55639,Train
24572,105738,2,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,thierry pernot,1800-1-1,,,,PlantCLEF2014,4544,22186,Train
2962,105750,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,pat desnos,2013-4-24,Marseille,43.21854,5.46788,PlantCLEF2014,2065,43777,Train
23298,105753,5,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,claude figureau,2006-6-24,Cirque d'Estaubé,,,PlantCLEF2014,11522,41015,Train
16183,105764,3,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,herve goeau,2012-8-28,Vert-le-Petit,48.84401,2.35995,PlantCLEF2014,12291,53627,Train
722,105772,5,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,annick larbouillat,2008-9-14,Bretignolles-sur-Mer,46.59271,-1.84648,PlantCLEF2014,11012,6317,Train
2488,105777,4,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,remy gentner,2013-6-16,Romanswiller,48.65041,7.39292,PlantCLEF2014,7570,11100,Train
25823,105790,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
8407,105807,3,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,jean-luc gorremans,2010-7-15,Draveil,48.6794,2.44592,ImageCLEF2013,17815,8982,Train
24340,105833,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,herve goeau,2014-6-11,Longpont-sur-Orge,48.65115,2.29285,PlantCLEF2015,,,Train
23872,10585,2.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,liliane roubaudi,2012-10-17,Fleury,,,PlantCLEF2014,6698,13948,Train
35343,105944,3,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,liliane roubaudi,2013-6-5,Saint-Savinien,,,PlantCLEF2015,,,Train
19703,105982,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Unknown17,2008-5-20,Saint-Vincent-d'Olargues,43.57565,2.88424,ImageCLEF2013,17500,53423,Train
18070,106002,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,celine pirat,2012-8-22,Tharros,,,ImageCLEF2013,14854,60187,Train
16202,106091,4,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,alain bigou,2005-7-24,Fontrabiouse,42.63695,2.09694,PlantCLEF2014,11043,59011,Train
16627,106138,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,andrine faure,2012-4-8,Chuyer,45.46642,4.69919,PlantCLEF2014,16203,60240,Train
26886,106182,4,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,liliane roubaudi,2014-5-5,Les Mayons,,,PlantCLEF2015,,,Train
35491,106254,4,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2014-3-15,Tarascon,,,PlantCLEF2015,,,Train
29061,106304,4,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,liliane roubaudi,2013-5-13,Nissan-lez-Enserune,,,PlantCLEF2014,7418,44684,Train
10633,106347,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,jean-jacques houdre,2011-7-3,Colombier,45.38415,4.57898,ImageCLEF2013,9378,58186,Train
32770,106353,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2013-5-11,Lacanau,48.8567,2.24104,PlantCLEF2014,16315,58330,Train
23960,106396,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,flavio marmo,2013-4-28,,43.29375,2.82336,PlantCLEF2014,14883,2438,Train
15141,106416,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Unknown277,2013-5-18,Vidauban,43.41269,6.38882,PlantCLEF2014,4015,12694,Train
38897,10642,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,anne billon,2010-7-27,Le Château,44.90784,5.3548,PlantCLEF2014,15917,5209,Train
19539,106437,2,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,yoan martin,2011-4-28,Avolsheim,48.55724,7.47438,PlantCLEF2015,,,Train
19488,106481,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,daniel barthelemy,2013-6-22,Conques,44.59933,2.39783,PlantCLEF2014,16339,27184,Train
3652,106514,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,mathieu menand,2010-2-19,Montjoire,,,PlantCLEF2014,19008,14932,Train
14379,106518,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,julien barataud,2007-4-21,Villesèque-des-Corbières,,,PlantCLEF2014,15271,36320,Train
4550,106554,3,Flower,4369,Primulaceae,Primula,Primula veris L.,herve goeau,2013-4-1,Vienne,48.84187,2.22709,PlantCLEF2014,15865,33028,Train
2435,106563,2.5,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,emmanuel stratmains,2012-7-14,Le Mans,48.0327,0.18483,ImageCLEF2013,966,34679,Train
25488,10660,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-14,Saint-Aignan,,,PlantCLEF2014,401,52439,Train
10460,106704,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,antoine affouard,2014-6-5,,,,PlantCLEF2015,,,Train
9915,106715,3,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",liliane roubaudi,2008-5-8,Corse,,,ImageCLEF2013,10367,35825,Train
39727,106722,5,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,thierry pernot,1800-1-1,,,,PlantCLEF2014,6080,48647,Train
12240,10676,3.5,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,genevieve botti,2012-6-21,Plouescat,,,ImageCLEF2013,10479,47997,Train
20178,106764,4,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,guy libante,2013-6-8,Mainzac,45.54916,0.45842,PlantCLEF2014,5938,18330,Train
37384,10677,4,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,paul fabre,2010-3-20,Lauret,,,PlantCLEF2014,16134,51199,Train
22962,106854,4,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2014,3798,12665,Train
32389,106857,4,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,mathieu menand,2007-3-24,Mons,,,PlantCLEF2014,16454,42801,Train
3619,106864,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,mathieu menand,2006-6-23,Olonne-sur-Mer,,,ImageCLEF2013,14217,8305,Train
12448,106871,3,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Unknown415,2008-6-28,Le Bouchet,45.97143,6.80818,ImageCLEF2013,7852,23215,Train
8699,106893,3.5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-6,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2014,247,6266,Train
24333,106934,3,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Unknown328,2013-3-24,Assas,43.73717,3.8905,PlantCLEF2014,10084,35113,Train
32866,106952,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,jean-francois rouffet,2011-5-4,Balma,,,ImageCLEF2013,3108,23421,Train
20918,107043,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,bertrand bui,2010-4-26,Martigues,43.32967,5.07465,PlantCLEF2014,2605,20963,Train
35239,107084,4,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pierre bonnet,2013-5-1,Villeneuve-lès-Maguelone,,,PlantCLEF2014,14959,23232,Train
39994,107193,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,19410,58216,Train
6687,107219,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,mathieu menand,2006-4-30,Vouneuil-sous-Biard,,,PlantCLEF2014,16687,53173,Train
17605,107242,2,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,jos aurock,2013-5-20,Brax,44.19889,0.55575,PlantCLEF2014,4717,10368,Train
31974,107262,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,jacques vincent,2013-6-12,,,,PlantCLEF2014,6540,29671,Train
4642,107266,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,christophe girod,2007-6-9,Marseillan (Vassal),,,ImageCLEF2013,14945,17994,Train
24018,107276,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,daniel mathieu,2007-5-12,Saint-Martin-de-l'Arçon,,,PlantCLEF2014,6787,60556,Train
15750,107301,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,francois robin,2009-9-27,Bourgneuf-en-Retz,47.03457,-1.98554,ImageCLEF2013,18010,53086,Train
40628,107369,3,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,pierre bonnet,2014-3-1,Fabrègues,43.5491,3.80896,PlantCLEF2015,,,Train
41303,107378,4,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Unknown320,2013-6-8,Vannes,47.6466,-2.76292,PlantCLEF2014,16804,42833,Train
38684,107385,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,paul fabre,2010-4-29,Clapiers,43.66087,3.87055,ImageCLEF2013,13043,23033,Train
21427,107386,3,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,herve goeau,2013-6-27,Saint-Michel-sur-Orge,48.64212,2.31422,PlantCLEF2014,5695,40005,Train
3053,107393,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,herve goeau,2013-4-17,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,3087,52181,Train
21346,107452,3.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,didier,2013-3-9,Pierrefitte-en-Auge,49.25717,0.19467,ImageCLEF2013,7403,27025,Train
32054,107464,5,Flower,30491,Violaceae,Viola,Viola tricolor L.,marie portas,2013-6-7,Rosis,,,PlantCLEF2014,3230,3848,Train
32770,107499,4,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2013-5-11,Lacanau,48.8567,2.24104,PlantCLEF2014,16315,20310,Train
12641,10752,3,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,paul fabre,2013-4-21,Mazaugues,,,PlantCLEF2014,9633,50936,Train
309,107544,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2007-6-11,Nohèdes,,,ImageCLEF2013,18015,26787,Train
5105,107650,5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,liliane roubaudi,2013-9-13,Fleury,,,PlantCLEF2014,3130,19563,Train
19892,107657,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733,34073,Train
29311,107667,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,dominique remaud,2013-6-16,Guiry-en-Vexin,49.11703,1.83472,PlantCLEF2014,2042,52550,Train
310,107712,3,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,liliane roubaudi,2007-6-20,Chamonix-Mont-Blanc,,,ImageCLEF2013,12558,22419,Train
14149,107774,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,herve goeau,2013-8-14,Rocquencourt,48.83683,2.10333,PlantCLEF2014,12232,25575,Train
41664,107853,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,alexis joly,2013-5-14,Saint-Georges-d'Orques,43.60839,3.79074,PlantCLEF2014,9011,56106,Train
32100,107868,3,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,mathieu menand,2008-6-7,Oô,,,PlantCLEF2014,5900,43805,Train
26616,107899,3,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,julien barataud,2007-7-8,Nohèdes,,,ImageCLEF2013,17095,31810,Train
25955,107944,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4094,34314,Train
25756,107975,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,gerard calberac,2011-8-28,Mauvilly,47.72371,4.7009,ImageCLEF2013,10390,12292,Train
28953,107992,4,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,daniel barthelemy,2013-5-20,Puéchabon,43.71483,3.6145,PlantCLEF2014,11011,45905,Train
29723,107995,5,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,jean-claude echardour,2013-8-31,Saffré,47.51917,-1.53422,PlantCLEF2014,5962,48879,Train
14897,108060,3,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,jacques marechal,2012-8-9,La Chapelle-Saint-Mesmin,47.87616,1.81242,ImageCLEF2013,2332,13934,Train
9801,108096,3,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,christophe girod,2003-4-16,Murviel-lès-Montpellier (Garrigue du Mas Dieu) (34),,,ImageCLEF2013,19270,15949,Train
33501,108122,3,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,mathieu menand,2007-7-17,Vézins-de-Lévézou,,,PlantCLEF2014,15046,59898,Train
40990,108155,3,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",paul fabre,2010-5-23,Malons-et-Elze,44.43114,3.98842,ImageCLEF2013,3113,39129,Train
9185,108225,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,julien barataud,2006-6-14,Plévenon,,,ImageCLEF2013,11344,9989,Train
4855,10823,2,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,jean-jacques houdre,2012-6-7,Planfoy,45.40556,4.43139,PlantCLEF2015,,,Train
13339,108256,4,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2013-4-1,Meyssiès,48.84187,2.22709,PlantCLEF2014,12253,47532,Train
19519,108278,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,annick larbouillat,2011-3-10,Fabrègues,43.5544,3.75908,ImageCLEF2013,15830,58785,Train
38897,108355,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,anne billon,2010-7-27,Le Château,44.90784,5.3548,PlantCLEF2014,15917,20647,Train
23116,108356,3.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,pierre bonnet,2011-3-20,Palavas-les-Flots,43.65188,3.86169,PlantCLEF2014,13209,14816,Train
34593,10841,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2010-5-25,Les Assions,44.42957,4.16026,PlantCLEF2014,14050,44817,Train
11860,108510,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
32770,108535,4,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2013-5-11,Lacanau,48.8567,2.24104,PlantCLEF2014,16315,28370,Train
7123,108581,1,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,perregaux nicole,2013-7-6,Malval,46.21094,5.98941,PlantCLEF2014,16058,31660,Train
6628,108623,4,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,jean-claude ernewein,2010-6-12,Jouques,43.63759,5.62045,PlantCLEF2014,12956,56206,Train
8146,108625,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,pierre bonnet,2013-5-18,Fillols,,,PlantCLEF2014,15265,17927,Train
30389,108634,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2007-4-22,Champ-sur-Drac,,,ImageCLEF2013,4663,54775,Train
41545,108655,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,emmanuel stratmains,2013-4-26,Saint-Raphaël,43.41577,6.85289,PlantCLEF2014,10685,54778,Train
28776,108705,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,claude chamagne,2011-5-19,Saint-Rémy-de-Provence,,,ImageCLEF2013,5869,51571,Train
10365,108758,3,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,herve goeau,2013-7-6,Beauregard,45.51337,4.8841,PlantCLEF2014,4642,41950,Train
17799,108763,5,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,renaud raffier,2013-6-8,Aillon-le-Jeune,45.60956,6.11123,PlantCLEF2014,6518,42577,Train
38396,108777,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Unknown348,2010-7-3,Saint-Antonin-Noble-Val,,,PlantCLEF2014,14634,38715,Train
14959,108792,3,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,julien barataud,2008-5-15,Saint-Jean-de-Cuculles,,,ImageCLEF2013,8779,9160,Train
1706,108802,3,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,michel pourchet,2006-6-22,Juillac,,,ImageCLEF2013,11132,3882,Train
3554,108866,4.5,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,jean claude estatico,2012-7-25,,48.65456,5.63464,ImageCLEF2013,11048,22460,Train
39151,108910,3,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,emmanuel stratmains,2012-6-20,Neuville-sur-Sarthe,48.07604,0.21445,PlantCLEF2014,15825,15932,Train
815,108956,5,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,yoan martin,2012-3-12,Avolsheim,48.5622,7.50297,ImageCLEF2013,884,56597,Train
7123,108968,1,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,perregaux nicole,2013-7-6,Malval,46.21094,5.98941,PlantCLEF2014,16058,5587,Train
38327,108990,1,Flower,493,Asteraceae,Bellis,Bellis perennis L.,alexis joly,2014-3-8,Clermont-L'Hérault,43.6469,3.38675,PlantCLEF2015,,,Train
28046,109117,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,jean-luc gorremans,2010-4-10,Athis-Mons,48.69988,2.37897,PlantCLEF2014,9440,2100,Train
26516,109134,3,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,daniel mathieu,2007-5-8,Vedène,,,PlantCLEF2014,12544,22255,Train
1769,109139,4,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,thierry pernot,1800-1-1,,,,PlantCLEF2014,18127,30583,Train
22962,10924,3,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2014,3798,24963,Train
31638,109279,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,sebastien ramsay,2010-6-3,Bellaffaire,44.38758,6.20934,PlantCLEF2014,15563,15707,Train
13588,109289,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Unknown543,2013-4-20,Kwaadmechelen,51.10383,5.15967,PlantCLEF2014,5931,1263,Train
23651,109315,4,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,hugues tinguy,2012-7-29,Schirmeck,,,PlantCLEF2014,1774,31841,Train
